asset,weight,ann_mu
NVDA,0.40389070213669287,0.5307778556188789
LLY,0.5961092978633074,0.4013900909589689
EVGO,0.0,-0.24305293902077654
SPY,3.9497027115125284e-17,0.13764376725395336
HYG,0.0,0.03886387512529217
