Ticker,NVDA,LLY,EVGO,SPY,HYG
NVDA,1.0,0.1492990190167956,0.37211615561548744,0.7147729667181038,0.5497037318823553
LLY,0.1492990190167956,1.0,-0.029779124501199673,0.16609129040795304,0.1074737465648059
EVGO,0.37211615561548744,-0.029779124501199673,1.0,0.3970899126355939,0.4181691755617546
SPY,0.7147729667181038,0.16609129040795304,0.3970899126355939,1.0,0.8385468176772062
HYG,0.5497037318823553,0.1074737465648059,0.4181691755617546,0.8385468176772062,1.0
