,mcap,EP,FCP,ShYield,ROA,ROE,GPA,AssetGrowth,Accruals_est,Accruals_dolt,Accruals,ret_1y,vol_1y,dd_1y,ret_2y,vol_2y,dd_2y,ret_5y,vol_5y,dd_5y,downside_dev,beta_spy,max_dd_monthly,EP_z,FCP_z,ShYield_z,GPA_z,AssetGrowth_z,Accruals_z,Score
AMT,,0.04019474651569818,,,0.020709294954071675,,0.12222777100754773,-0.03164291637934439,,-0.025525,-0.025525,-0.1259049376572915,0.22105560467778138,-0.20323155600529108,-0.09621276524981226,0.24767901645334675,-0.2087416493019172,-0.11881794438030102,0.2624758902730653,-0.4139626414323836,0.22314428474114445,0.5883225523996982,-0.4139626414323835,-0.01829176880364185,,,-0.8288508166758325,-0.68306919409557,-0.1521912597737997,-0.011882131610104624
AMZN,,0.0258267716535433,,,0.11143906024033648,,0.5244813893471498,0.22953833509367036,,-0.060925,-0.060925,0.22179999396665284,0.269897088432352,-0.22408278419752314,0.7386542978105426,0.23510205446354424,-0.22408278419752303,0.6035151800403673,0.30906110419225596,-0.5209676463567985,0.26880690164467,1.2745210338004394,-0.5209676463567985,-0.39985964943475105,,,1.4181958102014383,0.9299521376166091,-2.2345880231804576,2.322972046330536
ANET,,0.02728599593834826,,,0.22447809475009806,,0.35260338362929405,0.42251275139838435,,-0.015425,-0.015425,0.5532994282560197,0.41201654382134223,-0.32760564870476083,1.869054508620963,0.3410436711962478,-0.32760564870476083,8.314517280028245,0.36714190874180735,-0.3478956670346468,0.38014145707501046,1.300696236991174,-0.3858678357663967,-0.36110727667099696,,,0.4580605239685718,2.1217369545538647,0.44193889023770433,-2.466722597493994
AON,,0.03463394575927876,,,0.05124923706955957,,0.15500777696836054,0.04969583892095699,,-0.006875,-0.006875,-0.12680135475882448,0.20638818024856193,-0.1658440996638546,0.04954053819706261,0.2398221386568169,-0.1658440996638546,0.7216992939192393,0.23539357997740668,-0.1772564912979211,0.21550452634333817,0.8432902176563821,-0.2506694400837183,-0.1659690148731413,,,-0.6457369838474216,-0.18073165396069205,0.9448906508910072,-1.5758649956508781
AOS,,0.05467559853444986,,,0.16069906883782906,,0.4486621322219296,0.015355266449837379,,-0.015775,-0.015775,-0.10039642946926541,0.17894145188098431,-0.10071772777253407,-0.09642117738389266,0.21840058781277474,-0.2735347798610821,0.2760752897629224,0.2904379146858681,-0.42684157431224257,0.2582099443444654,1.2119800988202942,-0.42684157431224246,0.36627377140214773,,,0.9946585237531346,-0.39281454898750856,0.42135022167294917,1.3323966224698416
APA,,0.1264170302939511,,,0.05736650082918739,,0.2166766169154229,-0.10482792770487745,,-0.092125,-0.084981,0.04544384143903213,0.37990841804162767,-0.3086556966763706,-0.31965149269766613,0.33368465748852194,-0.5398165920066006,0.9921180210324654,0.42337997997178106,-0.638863101111279,0.5471379681522486,2.839402548312179,-0.930836074883022,2.271498852357551,,,-0.30124596507555107,-1.1350502752945744,-3.6496766260197386,6.754979788596313
APD,,0.02903576195804636,,,0.038732530704367496,,0.09600071944333072,0.12670422428551723,,-0.0237,-0.0237,-0.2658185530069864,0.2763545716092897,-0.2723232277687597,-0.06832614761961542,0.25533730510881886,-0.2723232277687597,-0.0350676963495552,0.2616014467479279,-0.27232322776875995,0.20058425806855013,0.8294504168581436,-0.2723232277687597,-0.314639036147057,,,-0.9753589027772622,0.29486208645210954,-0.04483605940043384,-1.5400239659759951
APH,,0.017802896119179602,,,0.14195675491063806,,0.29174865479936113,0.3810015710073816,,-0.011025,-0.011025,0.9638997737199493,0.28017459621950835,-0.07092527427662076,2.1626796733787006,0.22555437335116382,-0.09285315147658924,3.534043094597396,0.24076559741964046,-0.25959956608331813,0.20259537341446754,1.2342219383986786,-0.32449772126496024,-0.6129483561918413,,,0.11811724710937813,1.865369320592367,0.7007678664803397,-3.06096829615517
APO,,0.05235982379822106,,,0.008631937785481358,,0.06195830202686559,0.21080853323482557,,-0.000325,-0.000325,-0.2846745018087906,0.19976757614508509,-0.2677306428605427,0.38122589435421017,0.2826381266129509,-0.2846745018087904,2.1702846224050782,0.36420846393653544,-0.3793847615169178,0.29894449083082497,1.6179828985330336,-0.3793847615169178,0.3047741330328358,,,-1.1655247477537896,0.8142793250901689,1.330192876888567,-3.0052228166996895
APP,,0.011864460129408354,,,0.3522235906378823,,0.7480861753453019,0.13094894245451058,,-0.05745,-0.05745,0.8771789596093174,0.7790993890203962,-0.28307041898812835,15.866062496507684,0.9178777532975844,-0.28307041898812846,9.897087277001145,0.8354151315978996,-0.8928244301987666,0.5713531265711235,2.5013003154254148,-0.8928244301987666,-0.7706543973437453,,,2.6672843384904947,0.3210769120380876,-2.0301719567161034,3.6057249858247653
APTV,,0.05442093900804055,,,0.04253264474954864,,0.1587941386404669,-0.0326855480586643,,-0.0255499999999999,-0.0255499999999999,0.4725373391067407,0.27694684648449247,-0.12377151463977887,-0.012916462362696168,0.33324165556653285,-0.3810744758830523,-0.3111204823474326,0.361160146576147,-0.6788131240943159,0.3760493179447644,1.881745277949617,-0.6788131240943157,0.35951082138958423,,,-0.6245858224021541,-0.689508351310634,-0.1536618789569906,0.5780952292550547
ARE,,-0.0023343509284565103,,,-0.00027080203063702205,,0.055406693195250656,-0.005924667084920114,,-0.0183499999999999,-0.0183499999999999,-0.46278750408646263,0.40452092248185323,-0.428733716201928,-0.43538947369560943,0.3337387596552991,-0.530400300414131,-0.5854953045815283,0.31533400799340355,-0.7045529186015995,0.2810090451699739,1.0520590149144822,-0.7045529186015994,-1.1477298234082436,,,-1.2021229779610587,-0.5242366420182851,0.2698764458036854,-2.0954926051547025
ARM,,,,,0.08009395857801713,,0.4586782778080151,0.19225888324873097,,,,0.2560875799313902,0.5781953766322743,-0.3306800446698531,1.742764108549287,0.8842204258716113,-0.3473291522894715,2.15171881975035,0.8632524199084846,-0.3473291522894716,0.3828946737403693,4.055627201533192,-0.3473291522894716,,,,1.0506101550807212,0.6997191070246829,,0.3508910480560383
ASML,,,,,0.21697818728429144,,0.3720669723206755,0.10083454014383544,,,,0.5685966181277113,0.3761334272880566,-0.13091975420922142,0.5877791684433535,0.36550610713295867,-0.3480140020327015,1.549605808198037,0.38287216980780603,-0.49547249436865715,0.2790414470662449,1.4624911108293523,-0.49547249436865715,,,,0.5667869326865949,0.13509429251648564,,0.4316926401701092
ATO,,0.041922409542194804,,,0.04353564175431402,,0.10072718699363495,0.11334408222391072,,-0.01995,-0.01995,0.1603238635623867,0.14410084131337594,-0.03525363403222248,0.5836771399838898,0.14119081422009294,-0.07963252049290215,1.0310052160168905,0.19858100162778106,-0.1561089749063892,0.16124592488917336,0.5311571803935028,-0.2554504138235383,0.027589486264629835,,,-0.9489561745437785,0.2123515922319569,0.17575681807908497,-1.3094750985901904
AVB,,0.04288076757358013,,,0.05435027458738558,,0.08800038639779031,0.03807167646763825,,-0.0319,-0.0319,-0.22933547443916358,0.15222461483422137,-0.21087190531920386,0.0851060213927286,0.17956353113315882,-0.2357074949745751,0.2464280977317872,0.1916097740197666,-0.3392471813311275,0.20412854859212978,0.8605471630911343,-0.33924718133112763,0.05304043856861072,,,-1.0200499150249114,-0.2525209646204128,-0.5271991514889816,-0.18728936034690635
AVGO,,0.010950214132311694,,,0.11452180251461617,,0.24224881815459717,-0.013961158805948823,,-0.032375,-0.032375,1.2587968256781026,0.559711686274054,-0.27563567958606994,3.015718038003513,0.43987946744164413,-0.27563567958606994,9.101767112709707,0.36961288399994535,-0.3169658939459752,0.2640682289965596,1.1041307175584918,-0.3169658939459753,-0.7949338738068136,,,-0.15839596717248394,-0.5738689663334435,-0.5551409159697208,0.17568004132386683
AVY,,0.05072588387717704,,,0.0841943219159833,,0.2956156191716747,0.03253717673712371,,-0.0146249999999999,-0.0146249999999999,-0.13675019028449298,0.15792131394348316,-0.12362298871047395,-0.07138203989014258,0.150881216173559,-0.2673143106191229,0.2668517904536871,0.2303953752685851,-0.2736204214160005,0.20500821586800375,0.9850692818206307,-0.2736204214160004,0.26138186663950336,,,0.13971866684285075,-0.2867013128472748,0.4889987041000075,0.19880314222962142
AWK,,0.044058108646647075,,,0.03289568604818929,,0.09048591757853731,0.08643280474131027,,-0.0264499999999999,-0.0264499999999999,-0.06350803478450306,0.19316308926487932,-0.13603645077929816,-0.005116997032188042,0.17752714245059206,-0.1438684264278688,-0.09987051242016687,0.21974613050805772,-0.3573082151596113,0.1896519548276249,0.4742816447713615,-0.35730821515961153,0.08430688650856316,,,-1.0061653799926358,0.046151053723758766,-0.2066041695520752,-0.7614053776557561
