asset,weight,ann_mu
MCK,0.36233048725054456,0.31445273054246536
AVGO,0.4766123210969892,0.4511405478739802
PWR,0.16105719165246646,0.3694276890112081
SPY,5.8489573321996976e-18,0.13769738542623006
HYG,0.0,0.03875162731978052
