Ticker,MCK,AVGO,PWR,SPY,HYG
MCK,1.0,-0.06576586617278438,0.10984201919127394,0.25557501842680475,0.13696584266120818
AVGO,-0.06576586617278438,1.0,0.34972010741594456,0.5442325204704631,0.4675111352635948
PWR,0.10984201919127394,0.34972010741594456,1.0,0.5737439688839933,0.3691580840751569
SPY,0.25557501842680475,0.5442325204704631,0.5737439688839933,1.0,0.838753135135684
HYG,0.13696584266120818,0.4675111352635948,0.3691580840751569,0.838753135135684,1.0
