symbol,period_end_date,wc_accruals_over_assets
A,2021-04-30,-0.0091
A,2021-07-31,0.0100
A,2021-10-31,0.0034
A,2022-01-31,0.0205
A,2022-04-30,-0.0105
A,2022-07-31,0.0084
A,2022-10-31,0.0146
A,2023-01-31,-0.0269
A,2023-04-30,0.0137
A,2023-07-31,-0.0284
A,2023-10-31,-0.0146
A,2024-01-31,-0.0268
A,2024-04-30,-0.0423
A,2024-07-31,-0.0617
A,2024-10-31,0.0341
A,2025-01-31,-0.0186
A,2025-04-30,-0.0111
A,2025-07-31,-0.0024
AAPL,2021-03-31,0.0021
AAPL,2021-06-30,0.0083
AAPL,2021-09-30,0.0039
AAPL,2021-12-31,-0.0123
AAPL,2022-03-31,-0.0055
AAPL,2022-06-30,0.0098
AAPL,2022-09-30,-0.0144
AAPL,2022-12-31,-0.0158
AAPL,2023-03-31,-0.0233
AAPL,2023-06-30,-0.0359
AAPL,2023-09-30,0.0177
AAPL,2023-12-31,-0.0164
AAPL,2024-03-31,-0.0146
AAPL,2024-06-30,-0.0347
AAPL,2024-09-30,-0.0754
AAPL,2024-12-31,0.0354
AAPL,2025-03-31,-0.0251
AAPL,2025-06-30,-0.0257
ABBV,2021-03-31,0.0043
ABBV,2021-06-30,0.0029
ABBV,2021-09-30,-0.0119
ABBV,2021-12-31,0.0037
ABBV,2022-03-31,0.0067
ABBV,2022-06-30,0.0016
ABBV,2022-09-30,-0.0114
ABBV,2022-12-31,-0.0686
ABBV,2023-03-31,-0.0072
ABBV,2023-06-30,-0.0468
ABBV,2023-09-30,-0.0692
ABBV,2023-12-31,-0.0697
ABBV,2024-03-31,-0.0151
ABBV,2024-06-30,-0.0162
ABBV,2024-09-30,-0.0533
ABBV,2024-12-31,-0.0740
ABBV,2025-03-31,0.0099
ABBV,2025-06-30,-0.0366
ABNB,2021-03-31,0.0363
ABNB,2021-06-30,-0.0437
ABNB,2021-09-30,0.0392
ABNB,2021-12-31,-0.0027
ABNB,2022-03-31,-0.0676
ABNB,2022-06-30,-0.0012
ABNB,2022-09-30,0.0338
ABNB,2022-12-31,-0.0027
ABNB,2023-03-31,-0.0671
ABNB,2023-06-30,0.0002
ABNB,2023-09-30,0.0293
ABNB,2023-12-31,-0.0141
ABNB,2024-03-31,-0.0594
ABNB,2024-06-30,-0.0006
ABNB,2024-09-30,0.0212
ABNB,2024-12-31,0.0284
ABNB,2025-03-31,-0.0593
ABNB,2025-06-30,-0.0025
ABT,2021-03-31,0.0048
ABT,2021-06-30,0.0012
ABT,2021-09-30,-0.0019
ABT,2021-12-31,-0.0006
ABT,2022-03-31,0.0133
ABT,2022-06-30,0.0088
ABT,2022-09-30,-0.0080
ABT,2022-12-31,-0.0562
ABT,2023-03-31,-0.0003
ABT,2023-06-30,-0.0125
ABT,2023-09-30,-0.0287
ABT,2023-12-31,-0.0583
ABT,2024-03-31,0.0038
ABT,2024-06-30,-0.0216
ABT,2024-09-30,-0.0394
ABT,2024-12-31,-0.0443
ABT,2025-03-31,-0.0300
ABT,2025-06-30,-0.0038
ACGL,2021-03-31,0.0019
ACGL,2021-06-30,-0.0131
ACGL,2021-09-30,0.0137
ACGL,2021-12-31,-0.0042
ACGL,2022-03-31,-0.0016
ACGL,2022-06-30,-0.0030
ACGL,2022-09-30,-0.0240
ACGL,2022-12-31,-0.0157
ACGL,2023-03-31,-0.0109
ACGL,2023-06-30,-0.0094
ACGL,2023-09-30,-0.0180
ACGL,2023-12-31,-0.0125
ACGL,2024-03-31,-0.0060
ACGL,2024-06-30,-0.0107
ACGL,2024-09-30,-0.0551
ACGL,2024-12-31,-0.0154
ACGL,2025-03-31,-0.0103
ACGL,2025-06-30,-0.0112
ACN,2021-02-28,-0.0212
ACN,2021-05-31,-0.0024
ACN,2021-08-31,-0.0097
ACN,2021-11-30,0.0451
ACN,2022-02-28,0.0097
ACN,2022-05-31,-0.0096
ACN,2022-08-31,-0.0331
ACN,2022-11-30,0.0341
ACN,2023-02-28,-0.0185
ACN,2023-05-31,-0.0483
ACN,2023-08-31,-0.0712
ACN,2023-11-30,0.0348
ACN,2024-02-29,-0.0118
ACN,2024-05-31,-0.0344
ACN,2024-08-31,-0.0597
ACN,2024-11-30,0.0246
ACN,2025-02-28,-0.0189
ACN,2025-05-31,-0.0382
ACN,2025-08-31,-0.0682
ADBE,2021-02-28,-0.0011
ADBE,2021-05-31,-0.0178
ADBE,2021-08-31,0.0038
ADBE,2021-11-30,-0.0122
ADBE,2022-02-28,0.0052
ADBE,2022-05-31,-0.0135
ADBE,2022-08-31,0.0024
ADBE,2022-11-30,-0.0509
ADBE,2023-02-28,-0.0086
ADBE,2023-05-31,-0.0378
ADBE,2023-08-31,-0.0261
ADBE,2023-11-30,-0.0150
ADBE,2024-02-29,-0.0019
ADBE,2024-05-31,-0.0202
ADBE,2024-08-31,-0.0189
ADBE,2024-11-30,-0.0529
ADBE,2025-02-28,-0.0094
ADBE,2025-05-31,-0.0157
ADBE,2025-08-31,-0.0221
ADI,2021-04-30,-0.0072
ADI,2021-07-31,-0.0002
ADI,2021-10-31,0.0272
ADI,2022-01-31,-0.0101
ADI,2022-04-30,-0.0011
ADI,2022-07-31,0.0030
ADI,2022-10-31,0.0060
ADI,2023-01-31,-0.0450
ADI,2023-04-30,-0.0145
ADI,2023-07-31,-0.0250
ADI,2023-10-31,-0.0385
ADI,2024-01-31,-0.0479
ADI,2024-04-30,-0.0161
ADI,2024-07-31,-0.0297
ADI,2024-10-31,-0.0442
ADI,2025-01-31,-0.0127
ADI,2025-04-30,-0.0196
ADI,2025-07-31,-0.0324
ADM,2021-03-31,0.0222
ADM,2021-06-30,-0.0088
ADM,2021-09-30,-0.0175
ADM,2021-12-31,-0.0138
ADM,2022-03-31,-0.0051
ADM,2022-06-30,0.0150
ADM,2022-09-30,-0.0022
ADM,2022-12-31,-0.0168
ADM,2023-03-31,0.0091
ADM,2023-06-30,-0.0145
ADM,2023-09-30,-0.0037
ADM,2023-12-31,-0.0315
ADM,2024-03-31,-0.0315
ADM,2024-06-30,-0.0203
ADM,2024-09-30,-0.0173
ADM,2024-12-31,-0.0236
ADM,2025-03-31,-0.0004
ADM,2025-06-30,-0.0233
ADP,2021-03-31,-0.0123
ADP,2021-06-30,-0.0034
ADP,2021-09-30,0.0129
ADP,2021-12-31,-0.0084
ADP,2022-03-31,-0.0170
ADP,2022-06-30,-0.0141
ADP,2022-09-30,-0.0112
ADP,2022-12-31,-0.0078
ADP,2023-03-31,-0.0176
ADP,2023-06-30,-0.0433
ADP,2023-09-30,0.0018
ADP,2023-12-31,0.0038
ADP,2024-03-31,-0.0421
ADP,2024-06-30,-0.0250
ADP,2024-09-30,-0.0724
ADP,2024-12-31,0.0655
ADP,2025-03-31,-0.0160
ADP,2025-06-30,-0.1191
ADSK,2021-04-30,-0.0185
ADSK,2021-07-31,0.0111
ADSK,2021-10-31,0.0059
ADSK,2022-01-31,-0.0689
ADSK,2022-04-30,-0.0023
ADSK,2022-07-31,0.0230
ADSK,2022-10-31,0.0013
ADSK,2023-01-31,-0.0060
ADSK,2023-04-30,-0.0568
ADSK,2023-07-31,0.0034
ADSK,2023-10-31,0.0107
ADSK,2024-01-31,-0.0240
ADSK,2024-04-30,-0.0343
ADSK,2024-07-31,-0.0356
ADSK,2024-10-31,-0.0095
ADSK,2025-01-31,-0.0634
ADSK,2025-04-30,-0.0311
ADSK,2025-07-31,0.0109
AEE,2021-03-31,0.0013
AEE,2021-06-30,0.0100
AEE,2021-09-30,0.0052
AEE,2021-12-31,-0.0073
AEE,2022-03-31,-0.0071
AEE,2022-06-30,0.0006
AEE,2022-09-30,0.0023
AEE,2022-12-31,-0.0412
AEE,2023-03-31,-0.0097
AEE,2023-06-30,-0.0266
AEE,2023-09-30,-0.0342
AEE,2023-12-31,-0.0190
AEE,2024-03-31,-0.0102
AEE,2024-06-30,-0.0178
AEE,2024-09-30,-0.0455
AEE,2024-12-31,-0.0327
AEE,2025-03-31,0.0001
AEE,2025-06-30,-0.0218
AEP,2021-03-31,0.0042
AEP,2021-06-30,0.0058
AEP,2021-09-30,0.0003
AEP,2021-12-31,0.0031
AEP,2022-03-31,0.0076
AEP,2022-06-30,0.0062
AEP,2022-09-30,0.0010
AEP,2022-12-31,-0.0420
AEP,2023-03-31,0.0013
AEP,2023-06-30,-0.0122
AEP,2023-09-30,-0.0359
AEP,2023-12-31,-0.0449
AEP,2024-03-31,-0.0065
AEP,2024-06-30,-0.0124
AEP,2024-09-30,-0.0290
AEP,2024-12-31,-0.0447
AEP,2025-03-31,-0.0028
AEP,2025-06-30,-0.0123
AES,2021-03-31,0.0161
AES,2021-06-30,0.0090
AES,2021-09-30,0.0016
AES,2021-12-31,-0.0054
AES,2022-03-31,0.0089
AES,2022-06-30,0.0068
AES,2022-09-30,0.0038
AES,2022-12-31,-0.0520
AES,2023-03-31,-0.0041
AES,2023-06-30,-0.0239
AES,2023-09-30,-0.0287
AES,2023-12-31,-0.0423
AES,2024-03-31,0.0059
AES,2024-06-30,0.0127
AES,2024-09-30,-0.0212
AES,2024-12-31,-0.0412
AES,2025-03-31,-0.0192
AES,2025-06-30,-0.0050
AFL,2021-03-31,0.0396
AFL,2021-06-30,-0.0020
AFL,2021-09-30,0.0049
AFL,2021-12-31,0.0145
AFL,2022-03-31,0.0355
AFL,2022-06-30,0.0638
AFL,2022-09-30,0.0305
AFL,2022-12-31,-0.0603
AFL,2023-03-31,-0.0510
AFL,2023-06-30,0.0429
AFL,2023-09-30,0.0555
AFL,2023-12-31,-0.0493
AFL,2024-03-31,0.0491
AFL,2024-06-30,0.0609
AFL,2024-09-30,-0.0880
AFL,2024-12-31,0.0746
AFL,2025-03-31,-0.0175
AFL,2025-06-30,-0.0020
AIG,2021-03-31,0.0129
AIG,2021-06-30,-0.0112
AIG,2021-09-30,-0.0041
AIG,2021-12-31,-0.0027
AIG,2022-03-31,0.0131
AIG,2022-06-30,0.0098
AIG,2022-09-30,0.0026
AIG,2022-12-31,-0.0147
AIG,2023-03-31,0.0097
AIG,2023-06-30,-0.0047
AIG,2023-09-30,-0.0006
AIG,2023-12-31,-0.0284
AIG,2024-03-31,-0.0010
AIG,2024-06-30,0.5895
AIG,2024-09-30,-0.0244
AIG,2024-12-31,-0.0113
AIG,2025-03-31,-0.0048
AIG,2025-06-30,-0.0192
AIZ,2021-03-31,0.1628
AIZ,2021-06-30,-0.0242
AIZ,2021-09-30,-0.0050
AIZ,2021-12-31,-0.0053
AIZ,2022-03-31,0.0187
AIZ,2022-06-30,-0.0082
AIZ,2022-09-30,-0.0145
AIZ,2022-12-31,-0.0113
AIZ,2023-03-31,-0.0025
AIZ,2023-06-30,-0.0062
AIZ,2023-09-30,-0.0044
AIZ,2023-12-31,-0.0146
AIZ,2024-03-31,0.0020
AIZ,2024-06-30,-0.0173
AIZ,2024-09-30,-0.0191
AIZ,2024-12-31,-0.0726
AIZ,2025-03-31,0.0645
AIZ,2025-06-30,-0.0080
AJG,2021-03-31,0.0161
AJG,2021-06-30,-0.0095
AJG,2021-09-30,-0.0028
AJG,2021-12-31,-0.0331
AJG,2022-03-31,0.0070
AJG,2022-06-30,-0.0069
AJG,2022-09-30,-0.0098
AJG,2022-12-31,-0.0175
AJG,2023-03-31,0.0950
AJG,2023-06-30,-0.0033
AJG,2023-09-30,-0.0070
AJG,2023-12-31,-0.0201
AJG,2024-03-31,-0.0037
AJG,2024-06-30,-0.0034
AJG,2024-09-30,-0.0143
AJG,2024-12-31,-0.0171
AJG,2025-03-31,-0.0059
AJG,2025-06-30,0.0104
AKAM,2021-03-31,0.0108
AKAM,2021-06-30,0.0041
AKAM,2021-09-30,-0.0095
AKAM,2021-12-31,-0.0076
AKAM,2022-03-31,0.0135
AKAM,2022-06-30,-0.0036
AKAM,2022-09-30,-0.0066
AKAM,2022-12-31,-0.0768
AKAM,2023-03-31,-0.0088
AKAM,2023-06-30,-0.0364
AKAM,2023-09-30,-0.0440
AKAM,2023-12-31,-0.0605
AKAM,2024-03-31,-0.0123
AKAM,2024-06-30,-0.0324
AKAM,2024-09-30,-0.0513
AKAM,2024-12-31,-0.0696
AKAM,2025-03-31,-0.0498
AKAM,2025-06-30,-0.0172
ALB,2021-03-31,0.0024
ALB,2021-06-30,-0.0137
ALB,2021-09-30,-0.0416
ALB,2021-12-31,0.0176
ALB,2022-03-31,0.0169
ALB,2022-06-30,0.0513
ALB,2022-09-30,-0.0160
ALB,2022-12-31,-0.0020
ALB,2023-03-31,0.0322
ALB,2023-06-30,-0.0098
ALB,2023-09-30,-0.0058
ALB,2023-12-31,-0.0420
ALB,2024-03-31,0.0110
ALB,2024-06-30,-0.0290
ALB,2024-09-30,-0.0429
ALB,2024-12-31,-0.0354
ALB,2025-03-31,-0.0113
ALB,2025-06-30,-0.0112
ALGN,2021-03-31,0.0055
ALGN,2021-06-30,-0.0269
ALGN,2021-09-30,-0.0040
ALGN,2021-12-31,-0.0048
ALGN,2022-03-31,0.0345
ALGN,2022-06-30,0.0117
ALGN,2022-09-30,-0.0123
ALGN,2022-12-31,-0.0386
ALGN,2023-03-31,-0.0153
ALGN,2023-06-30,-0.0273
ALGN,2023-09-30,-0.0263
ALGN,2023-12-31,-0.0049
ALGN,2024-03-31,0.0191
ALGN,2024-06-30,-0.0059
ALGN,2024-09-30,-0.0329
ALGN,2024-12-31,-0.0359
ALGN,2025-03-31,-0.0028
ALGN,2025-06-30,-0.0041
ALL,2021-03-31,0.1835
ALL,2021-06-30,-0.0062
ALL,2021-09-30,-0.0112
ALL,2021-12-31,-0.0039
ALL,2022-03-31,-0.0018
ALL,2022-06-30,-0.0259
ALL,2022-09-30,-0.0234
ALL,2022-12-31,-0.0256
ALL,2023-03-31,-0.0134
ALL,2023-06-30,-0.0327
ALL,2023-09-30,-0.0151
ALL,2023-12-31,-0.0032
ALL,2024-03-31,-0.0028
ALL,2024-06-30,-0.0237
ALL,2024-09-30,-0.0032
ALL,2024-12-31,0.0007
ALL,2025-03-31,-0.0091
ALL,2025-06-30,-0.0147
ALLE,2021-03-31,0.0017
ALLE,2021-06-30,-0.0093
ALLE,2021-09-30,0.0071
ALLE,2021-12-31,-0.0032
ALLE,2022-03-31,0.0234
ALLE,2022-06-30,0.0099
ALLE,2022-09-30,0.0111
ALLE,2022-12-31,-0.0353
ALLE,2023-03-31,0.0098
ALLE,2023-06-30,-0.0134
ALLE,2023-09-30,-0.0165
ALLE,2023-12-31,-0.0499
ALLE,2024-03-31,0.0184
ALLE,2024-06-30,-0.0096
ALLE,2024-09-30,-0.0265
ALLE,2024-12-31,-0.0393
ALLE,2025-03-31,0.0104
ALLE,2025-06-30,-0.0137
ALLE,2025-09-30,-0.0157
AMAT,2021-04-30,0.0102
AMAT,2021-07-31,0.0094
AMAT,2021-10-31,0.0275
AMAT,2022-01-31,-0.0233
AMAT,2022-04-30,0.0380
AMAT,2022-07-31,0.0148
AMAT,2022-10-31,0.0345
AMAT,2023-01-31,-0.0290
AMAT,2023-04-30,-0.0257
AMAT,2023-07-31,-0.0314
AMAT,2023-10-31,0.0099
AMAT,2024-01-31,-0.0259
AMAT,2024-04-30,0.0037
AMAT,2024-07-31,-0.0234
AMAT,2024-10-31,-0.0221
AMAT,2025-01-31,0.0401
AMAT,2025-04-30,0.0004
AMAT,2025-07-31,-0.0137
AMCR,2021-03-31,0.0078
AMCR,2021-06-30,-0.1625
AMCR,2021-09-30,0.1726
AMCR,2021-12-31,-0.0091
AMCR,2022-03-31,0.0117
AMCR,2022-06-30,-0.1830
AMCR,2022-09-30,0.1883
AMCR,2022-12-31,-0.0201
AMCR,2023-03-31,-0.0257
AMCR,2023-06-30,-0.0620
AMCR,2023-09-30,0.0154
AMCR,2023-12-31,-0.0177
AMCR,2024-03-31,-0.0213
AMCR,2024-06-30,-0.0692
AMCR,2024-09-30,0.0287
AMCR,2024-12-31,-0.0272
AMCR,2025-03-31,-0.0160
AMCR,2025-06-30,-0.0262
AMD,2021-03-31,-0.0230
AMD,2021-06-30,-0.0081
AMD,2021-09-30,-0.0290
AMD,2021-12-31,0.0196
AMD,2022-03-31,0.0131
AMD,2022-06-30,0.0103
AMD,2022-09-30,-0.0018
AMD,2022-12-31,-0.0560
AMD,2023-03-31,-0.0098
AMD,2023-06-30,-0.0239
AMD,2023-09-30,-0.0310
AMD,2023-12-31,-0.0484
AMD,2024-03-31,0.0031
AMD,2024-06-30,-0.0147
AMD,2024-09-30,-0.0237
AMD,2024-12-31,-0.0465
AMD,2025-03-31,0.0021
AMD,2025-06-30,-0.0030
AME,2021-03-31,0.0039
AME,2021-06-30,0.0078
AME,2021-09-30,-0.0007
AME,2021-12-31,0.0042
AME,2022-03-31,0.0116
AME,2022-06-30,0.0094
AME,2022-09-30,0.0016
AME,2022-12-31,-0.0228
AME,2023-03-31,-0.0035
AME,2023-06-30,-0.0070
AME,2023-09-30,-0.0229
AME,2023-12-31,-0.0210
AME,2024-03-31,-0.0063
AME,2024-06-30,-0.0105
AME,2024-09-30,-0.0230
AME,2024-12-31,-0.0368
AME,2025-03-31,-0.0013
AME,2025-06-30,-0.0075
AMGN,2021-03-31,0.0077
AMGN,2021-06-30,0.0218
AMGN,2021-09-30,0.0024
AMGN,2021-12-31,-0.0262
AMGN,2022-03-31,0.0113
AMGN,2022-06-30,0.0068
AMGN,2022-09-30,-0.0088
AMGN,2022-12-31,-0.0687
AMGN,2023-03-31,0.0010
AMGN,2023-06-30,-0.0375
AMGN,2023-09-30,-0.0297
AMGN,2023-12-31,0.0017
AMGN,2024-03-31,-0.0134
AMGN,2024-06-30,-0.0375
AMGN,2024-09-30,-0.0564
AMGN,2024-12-31,-0.0993
AMGN,2025-03-31,-0.0134
AMGN,2025-06-30,-0.0150
AMP,2021-03-31,0.0025
AMP,2021-06-30,-0.0021
AMP,2021-09-30,0.0400
AMP,2021-12-31,-0.0094
AMP,2022-03-31,-0.0079
AMP,2022-06-30,-0.0140
AMP,2022-09-30,-0.0256
AMP,2022-12-31,-0.0194
AMP,2023-03-31,-0.0204
AMP,2023-06-30,-0.0121
AMP,2023-09-30,-0.0047
AMP,2023-12-31,-0.0063
AMP,2024-03-31,0.0037
AMP,2024-06-30,0.0030
AMP,2024-09-30,-0.0013
AMP,2024-12-31,0.0014
AMP,2025-03-31,0.0051
AMP,2025-06-30,0.0049
AMT,2021-03-31,0.0036
AMT,2021-06-30,-0.0002
AMT,2021-09-30,-0.0028
AMT,2021-12-31,-0.0050
AMT,2022-03-31,0.0065
AMT,2022-06-30,-0.0017
AMT,2022-09-30,0.0011
AMT,2022-12-31,-0.0527
AMT,2023-03-31,-0.0073
AMT,2023-06-30,-0.0241
AMT,2023-09-30,-0.0368
AMT,2023-12-31,-0.0489
AMT,2024-03-31,-0.0039
AMT,2024-06-30,-0.0174
AMT,2024-09-30,-0.0243
AMT,2024-12-31,-0.0403
AMT,2025-03-31,-0.0320
AMT,2025-06-30,-0.0055
AMZN,2021-03-31,0.0335
AMZN,2021-06-30,0.0013
AMZN,2021-09-30,0.0064
AMZN,2021-12-31,-0.0306
AMZN,2022-03-31,0.0114
AMZN,2022-06-30,0.0113
AMZN,2022-09-30,-0.0005
AMZN,2022-12-31,-0.1189
AMZN,2023-03-31,-0.0178
AMZN,2023-06-30,-0.0397
AMZN,2023-09-30,-0.0612
AMZN,2023-12-31,-0.1215
AMZN,2024-03-31,-0.0121
AMZN,2024-06-30,-0.0435
AMZN,2024-09-30,-0.0648
AMZN,2024-12-31,-0.1138
AMZN,2025-03-31,-0.0167
AMZN,2025-06-30,-0.0484
ANET,2021-03-31,-0.0017
ANET,2021-06-30,-0.0004
ANET,2021-09-30,0.0111
ANET,2021-12-31,0.0090
ANET,2022-03-31,0.0029
ANET,2022-06-30,0.0397
ANET,2022-09-30,0.0414
ANET,2022-12-31,0.0557
ANET,2023-03-31,0.0147
ANET,2023-06-30,0.0093
ANET,2023-09-30,-0.0159
ANET,2024-03-31,0.0344
ANET,2024-06-30,-0.0262
ANET,2024-09-30,-0.0320
ANET,2024-12-31,-0.0105
ANET,2025-03-31,0.0080
ANET,2025-06-30,-0.0272
AON,2021-03-31,0.0263
AON,2021-06-30,-0.0013
AON,2021-09-30,-0.0220
AON,2021-12-31,-0.0069
AON,2022-03-31,0.0304
AON,2022-06-30,0.0007
AON,2022-09-30,-0.0227
AON,2022-12-31,-0.0161
AON,2023-03-31,0.0313
AON,2023-06-30,-0.0006
AON,2023-09-30,-0.0225
AON,2023-12-31,-0.0243
AON,2024-03-31,0.0283
AON,2024-06-30,-0.0044
AON,2024-09-30,-0.0232
AON,2024-12-31,-0.0244
AON,2025-03-31,0.0280
AON,2025-06-30,-0.0079
AOS,2021-03-31,0.0045
AOS,2021-06-30,0.0131
AOS,2021-09-30,-0.0084
AOS,2021-12-31,-0.0198
AOS,2022-03-31,0.0397
AOS,2022-06-30,0.0308
AOS,2022-09-30,0.0024
AOS,2022-12-31,-0.0329
AOS,2023-03-31,0.0044
AOS,2023-06-30,0.0000
AOS,2023-09-30,-0.0250
AOS,2023-12-31,-0.0478
AOS,2024-03-31,0.0201
AOS,2024-06-30,0.0191
AOS,2024-09-30,-0.0386
AOS,2024-12-31,-0.0537
AOS,2025-03-31,0.0305
AOS,2025-06-30,-0.0013
APA,2021-03-31,0.0149
APA,2021-06-30,-0.0250
APA,2021-09-30,0.0031
APA,2021-12-31,-0.0003
APA,2022-03-31,-0.1114
APA,2022-06-30,0.1081
APA,2022-09-30,-0.0079
APA,2022-12-31,-0.1264
APA,2023-03-31,0.0186
APA,2023-06-30,-0.0753
APA,2023-09-30,-0.0653
APA,2023-12-31,-0.1139
APA,2024-03-31,-0.0099
APA,2024-06-30,-0.0797
APA,2024-09-30,-0.0430
APA,2024-12-31,-0.1559
APA,2025-03-31,-0.1264
APA,2025-06-30,-0.0432
APD,2021-03-31,-0.0039
APD,2021-06-30,-0.0030
APD,2021-09-30,-0.0033
APD,2021-12-31,-0.0001
APD,2022-03-31,0.0027
APD,2022-06-30,-0.0051
APD,2022-09-30,-0.0047
APD,2022-12-31,0.0026
APD,2023-03-31,-0.0185
APD,2023-06-30,-0.0618
APD,2023-09-30,-0.0351
APD,2023-12-31,0.0059
APD,2024-03-31,-0.0265
APD,2024-06-30,-0.0442
APD,2024-09-30,-0.0365
APD,2024-12-31,-0.0117
APD,2025-03-31,-0.0319
APD,2025-06-30,-0.0147
APH,2021-03-31,0.0098
APH,2021-06-30,0.0703
APH,2021-09-30,0.0172
APH,2021-12-31,-0.0511
APH,2022-03-31,0.0110
APH,2022-06-30,-0.0008
APH,2022-09-30,-0.0001
APH,2022-12-31,-0.0292
APH,2023-03-31,0.0002
APH,2023-06-30,-0.0132
APH,2023-09-30,-0.0171
APH,2023-12-31,-0.0320
APH,2024-03-31,-0.0043
APH,2024-06-30,-0.0010
APH,2024-09-30,-0.0186
APH,2024-12-31,-0.0290
APH,2025-03-31,0.0142
APH,2025-06-30,-0.0107
APO,2021-03-31,-0.0218
APO,2021-06-30,-0.0049
APO,2021-09-30,-0.0127
APO,2021-12-31,-0.0104
APO,2022-03-31,-0.0370
APO,2022-06-30,0.0494
APO,2022-09-30,-0.0211
APO,2022-12-31,-0.0447
APO,2023-03-31,-0.0191
APO,2023-06-30,0.0051
APO,2023-09-30,-0.0674
APO,2023-12-31,-0.0017
APO,2024-03-31,-0.0028
APO,2024-06-30,-0.0068
APO,2024-09-30,0.0030
APO,2024-12-31,-0.0117
APO,2025-03-31,0.0086
APO,2025-06-30,-0.0012
APP,2021-06-30,-0.0019
APP,2021-09-30,0.0166
APP,2021-12-31,0.0048
APP,2022-03-31,0.0130
APP,2022-06-30,0.0203
APP,2022-09-30,0.0198
APP,2022-12-31,-0.1057
APP,2023-03-31,-0.0390
APP,2023-06-30,-0.0366
APP,2023-09-30,-0.0499
APP,2023-12-31,-0.0950
APP,2024-03-31,-0.0099
APP,2024-06-30,-0.0304
APP,2024-09-30,-0.0493
APP,2024-12-31,-0.0890
APP,2025-03-31,-0.0624
APP,2025-06-30,-0.0291
APTV,2021-03-31,0.0217
APTV,2021-06-30,0.0087
APTV,2021-09-30,0.0168
APTV,2021-12-31,-0.0217
APTV,2022-03-31,0.0358
APTV,2022-06-30,0.0050
APTV,2022-09-30,0.0065
APTV,2022-12-31,-0.0654
APTV,2023-03-31,0.0241
APTV,2023-06-30,-0.0178
APTV,2023-09-30,-0.0376
APTV,2023-12-31,-0.0474
APTV,2024-03-31,0.0100
APTV,2024-06-30,-0.0217
APTV,2024-09-30,-0.0271
APTV,2024-12-31,-0.0681
APTV,2025-03-31,0.0090
APTV,2025-06-30,-0.0160
ARE,2021-03-31,-0.0033
ARE,2021-06-30,-0.0029
ARE,2021-09-30,-0.0116
ARE,2021-12-31,-0.0021
ARE,2022-03-31,0.0012
ARE,2022-06-30,-0.0044
ARE,2022-09-30,-0.0022
ARE,2022-12-31,-0.0292
ARE,2023-03-31,-0.0070
ARE,2023-06-30,-0.0141
ARE,2023-09-30,-0.0248
ARE,2023-12-31,-0.0265
ARE,2024-03-31,-0.0042
ARE,2024-06-30,-0.0148
ARE,2024-09-30,-0.0302
ARE,2024-12-31,-0.0243
ARE,2025-03-31,0.0011
ARE,2025-06-30,-0.0200
ATO,2021-03-31,-0.0029
ATO,2021-06-30,-0.0081
ATO,2021-09-30,0.0969
ATO,2021-12-31,0.0186
ATO,2022-03-31,-0.0022
ATO,2022-06-30,-0.0020
ATO,2022-09-30,-0.0138
ATO,2022-12-31,0.0169
ATO,2023-03-31,-0.1143
ATO,2023-06-30,-0.0235
ATO,2023-09-30,-0.0401
ATO,2023-12-31,0.0237
ATO,2024-03-31,-0.0186
ATO,2024-06-30,-0.0231
ATO,2024-09-30,-0.0436
ATO,2024-12-31,0.0107
ATO,2025-03-31,-0.0217
ATO,2025-06-30,-0.0252
AVB,2021-03-31,-0.0021
AVB,2021-06-30,0.0010
AVB,2021-09-30,-0.0023
AVB,2021-12-31,0.0022
AVB,2022-03-31,-0.0009
AVB,2022-06-30,0.0016
AVB,2022-09-30,-0.0037
AVB,2022-12-31,-0.0401
AVB,2023-03-31,-0.0124
AVB,2023-06-30,-0.0200
AVB,2023-09-30,-0.0329
AVB,2023-12-31,-0.0387
AVB,2024-03-31,-0.0120
AVB,2024-06-30,-0.0202
AVB,2024-09-30,-0.0363
AVB,2024-12-31,-0.0386
AVB,2025-03-31,-0.0425
AVB,2025-06-30,-0.0102
AVGO,2021-04-30,-0.0046
AVGO,2021-07-31,-0.0034
AVGO,2021-10-31,0.0016
AVGO,2022-01-31,0.0094
AVGO,2022-04-30,0.0009
AVGO,2022-07-31,-0.0002
AVGO,2022-10-31,0.0040
AVGO,2023-01-31,-0.0635
AVGO,2023-04-30,-0.0128
AVGO,2023-07-31,-0.0257
AVGO,2023-10-31,-0.0290
AVGO,2024-01-31,-0.0583
AVGO,2024-04-30,-0.0113
AVGO,2024-07-31,-0.0653
AVGO,2024-10-31,-0.0547
AVGO,2025-01-31,-0.0508
AVGO,2025-04-30,-0.0058
AVGO,2025-07-31,-0.0182
AVY,2021-03-31,0.0011
AVY,2021-06-30,0.0109
AVY,2021-09-30,-0.0488
AVY,2021-12-31,0.0077
AVY,2022-03-31,0.0000
AVY,2022-06-30,-0.0297
AVY,2022-09-30,0.0139
AVY,2022-12-31,-0.0464
AVY,2023-03-31,0.0132
AVY,2023-06-30,-0.0140
AVY,2023-09-30,-0.0471
AVY,2023-12-31,-0.0339
AVY,2024-03-31,-0.0687
AVY,2024-06-30,-0.0109
AVY,2024-09-30,-0.0203
AVY,2024-12-31,0.0061
AVY,2025-03-31,-0.0380
AVY,2025-06-30,-0.0063
AWK,2021-03-31,0.0182
AWK,2021-06-30,0.0234
