symbol,period_end_date,wc_accruals_over_assets
PTC,2024-12-31,-0.0109
PTC,2025-03-31,-0.0234
PTC,2025-06-30,-0.0305
PWR,2021-03-31,0.0045
PWR,2021-06-30,0.0098
PWR,2021-09-30,0.0273
PWR,2021-12-31,-0.0254
PWR,2022-03-31,0.0049
PWR,2022-06-30,0.0188
PWR,2022-09-30,0.0108
PWR,2022-12-31,-0.0551
PWR,2023-03-31,0.0050
PWR,2023-06-30,-0.0021
PWR,2023-09-30,-0.0272
PWR,2023-12-31,-0.0756
PWR,2024-03-31,-0.0068
PWR,2024-06-30,-0.0314
PWR,2024-09-30,-0.0471
PWR,2024-12-31,-0.0486
PWR,2025-03-31,0.0024
PWR,2025-06-30,-0.0019
PYPL,2021-03-31,-0.0064
PYPL,2021-06-30,0.0077
PYPL,2021-09-30,-0.0057
PYPL,2021-12-31,0.0120
PYPL,2022-03-31,0.0053
PYPL,2022-06-30,0.0052
PYPL,2022-09-30,0.0023
PYPL,2022-12-31,-0.0103
PYPL,2023-03-31,0.0022
PYPL,2023-06-30,-0.0008
PYPL,2023-09-30,-0.0216
PYPL,2023-12-31,-0.0291
PYPL,2024-03-31,-0.0083
PYPL,2024-06-30,-0.0147
PYPL,2024-09-30,0.0161
PYPL,2024-12-31,0.0086
PYPL,2025-03-31,0.0082
PYPL,2025-06-30,0.0201
QCOM,2021-03-31,-0.0152
QCOM,2021-06-30,-0.0219
QCOM,2021-09-30,0.0096
QCOM,2021-12-31,0.0221
QCOM,2022-03-31,0.0330
QCOM,2022-06-30,0.0471
QCOM,2022-09-30,0.0449
QCOM,2022-12-31,-0.0120
QCOM,2023-03-31,-0.0013
QCOM,2023-06-30,-0.0427
QCOM,2023-09-30,-0.0772
QCOM,2023-12-31,0.0052
QCOM,2024-03-31,-0.0347
QCOM,2024-06-30,-0.0284
QCOM,2024-09-30,-0.0156
QCOM,2024-12-31,-0.0010
QCOM,2025-03-31,0.0009
QCOM,2025-06-30,-0.0092
RCL,2021-03-31,0.0123
RCL,2021-06-30,-0.0122
RCL,2021-09-30,-0.0138
RCL,2021-12-31,-0.0227
RCL,2022-03-31,-0.0029
RCL,2022-06-30,-0.0165
RCL,2022-09-30,0.0064
RCL,2022-12-31,-0.0656
RCL,2023-03-31,-0.0413
RCL,2023-06-30,-0.0392
RCL,2023-09-30,-0.0145
RCL,2023-12-31,-0.0569
RCL,2024-03-31,-0.0243
RCL,2024-06-30,-0.0296
RCL,2024-09-30,-0.0148
RCL,2024-12-31,-0.0606
RCL,2025-03-31,-0.0268
RCL,2025-06-30,-0.0229
REG,2021-03-31,0.0001
REG,2021-06-30,-0.0024
REG,2021-09-30,-0.0006
REG,2021-12-31,0.0018
REG,2022-03-31,0.0040
REG,2022-06-30,-0.0033
REG,2022-09-30,0.0007
REG,2022-12-31,-0.0256
REG,2023-03-31,-0.0053
REG,2023-06-30,-0.0148
REG,2023-09-30,-0.0246
REG,2023-12-31,-0.0262
REG,2024-03-31,-0.0046
REG,2024-06-30,-0.0157
REG,2024-09-30,-0.0259
REG,2024-12-31,-0.0300
REG,2025-03-31,-0.0039
REG,2025-06-30,-0.0175
REGN,2021-03-31,-0.0093
REGN,2021-06-30,0.1203
REGN,2021-09-30,-0.0630
REGN,2021-12-31,0.0047
REGN,2022-03-31,-0.0054
REGN,2022-06-30,0.0255
REGN,2022-09-30,0.0218
REGN,2022-12-31,-0.0305
REGN,2023-03-31,-0.0085
REGN,2023-06-30,-0.0053
REGN,2023-09-30,-0.0025
REGN,2023-12-31,-0.0102
REGN,2024-03-31,-0.0164
REGN,2024-06-30,0.0215
REGN,2024-09-30,-0.0067
REGN,2024-12-31,-0.0174
REGN,2025-03-31,-0.0046
REGN,2025-06-30,-0.0051
RF,2021-03-31,-0.0523
RF,2021-06-30,-0.0161
RF,2021-09-30,-0.0094
RF,2021-12-31,-0.0156
RF,2022-03-31,-0.0039
RF,2022-06-30,0.0420
RF,2022-09-30,0.0271
RF,2022-12-31,0.0336
RF,2023-03-31,0.0161
RF,2023-06-30,0.0097
RF,2023-09-30,0.0081
RF,2023-12-31,-0.0032
RF,2024-03-31,-0.0248
RF,2024-06-30,0.0231
RF,2024-09-30,-0.0104
RF,2024-12-31,-0.0025
RF,2025-03-31,-0.0268
RF,2025-06-30,0.0079
RJF,2021-03-31,-0.0127
RJF,2021-06-30,0.0073
RJF,2021-09-30,-0.0528
RJF,2021-12-31,-0.0819
RJF,2022-03-31,-0.0281
RJF,2022-06-30,0.0259
RJF,2022-09-30,0.0988
RJF,2022-12-31,0.0477
RJF,2023-03-31,-0.0210
RJF,2023-06-30,0.0037
RJF,2023-09-30,0.0039
RJF,2023-12-31,-0.0127
RJF,2024-03-31,0.0098
RJF,2024-06-30,0.0217
RJF,2024-09-30,-0.0202
RJF,2024-12-31,0.0189
RJF,2025-03-31,0.0107
RJF,2025-06-30,-0.0020
RL,2021-03-31,0.0042
RL,2021-06-30,-0.0058
RL,2021-09-30,0.0012
RL,2021-12-31,-0.0197
RL,2022-03-31,0.0270
RL,2022-06-30,0.0263
RL,2022-09-30,0.0377
RL,2022-12-31,-0.0427
RL,2023-03-31,-0.0202
RL,2023-06-30,-0.0181
RL,2023-09-30,0.0003
RL,2023-12-31,-0.0651
RL,2024-03-31,-0.0240
RL,2024-06-30,-0.0078
RL,2024-09-30,-0.0002
RL,2024-12-31,-0.0651
RL,2025-03-31,-0.0257
RL,2025-06-30,-0.0212
RMD,2021-03-31,-0.0568
RMD,2021-06-30,0.0021
RMD,2021-09-30,0.0673
RMD,2021-12-31,0.0097
RMD,2022-03-31,0.0214
RMD,2022-06-30,0.0266
RMD,2022-09-30,0.0323
RMD,2022-12-31,0.0195
RMD,2023-03-31,-0.0199
RMD,2023-06-30,-0.0244
RMD,2023-09-30,-0.0162
RMD,2023-12-31,-0.0041
RMD,2024-03-31,-0.0329
RMD,2024-06-30,-0.0507
RMD,2024-09-30,0.0069
RMD,2024-12-31,0.0058
RMD,2025-03-31,-0.0394
RMD,2025-06-30,-0.0371
ROK,2021-03-31,0.0212
ROK,2021-06-30,-0.0322
ROK,2021-09-30,0.0941
ROK,2021-12-31,-0.1068
ROK,2022-03-31,0.0127
ROK,2022-06-30,-0.0080
ROK,2022-09-30,0.1555
ROK,2022-12-31,-0.1095
ROK,2023-03-31,0.0069
ROK,2023-06-30,0.0001
ROK,2023-09-30,-0.0493
ROK,2023-12-31,-0.0146
ROK,2024-03-31,-0.0267
ROK,2024-06-30,-0.0400
ROK,2024-09-30,-0.0214
ROK,2024-12-31,-0.0076
ROK,2025-03-31,-0.0480
ROK,2025-06-30,-0.0227
ROL,2021-03-31,-0.0177
ROL,2021-06-30,0.0100
ROL,2021-09-30,0.0256
ROL,2021-12-31,-0.0108
ROL,2022-03-31,-0.0010
ROL,2022-06-30,0.0047
ROL,2022-09-30,-0.0005
ROL,2022-12-31,-0.0464
ROL,2023-03-31,-0.0045
ROL,2023-06-30,-0.0439
ROL,2023-09-30,-0.0205
ROL,2023-12-31,-0.0484
ROL,2024-03-31,-0.0131
ROL,2024-06-30,-0.0063
ROL,2024-09-30,-0.0250
ROL,2024-12-31,-0.0622
ROL,2025-03-31,-0.0067
ROL,2025-06-30,-0.0300
ROP,2021-03-31,-0.0023
ROP,2021-06-30,0.0005
ROP,2021-09-30,0.0211
ROP,2021-12-31,-0.0090
ROP,2022-03-31,-0.0486
ROP,2022-06-30,0.0471
ROP,2022-09-30,0.0084
ROP,2022-12-31,-0.0651
ROP,2023-03-31,-0.0058
ROP,2023-06-30,-0.0099
ROP,2023-09-30,-0.0271
ROP,2023-12-31,-0.0302
ROP,2024-03-31,-0.0063
ROP,2024-06-30,-0.0096
ROP,2024-09-30,-0.0263
ROP,2024-12-31,-0.0314
ROP,2025-03-31,-0.0238
ROP,2025-06-30,-0.0004
ROST,2021-04-30,-0.0122
ROST,2021-07-31,0.0016
ROST,2021-10-31,0.0247
ROST,2022-01-31,0.0118
ROST,2022-04-30,0.0700
ROST,2022-07-31,0.0121
ROST,2022-10-31,-0.0034
ROST,2023-01-31,-0.0806
ROST,2023-04-30,0.0020
ROST,2023-07-31,-0.0233
ROST,2023-10-31,-0.0130
ROST,2024-01-31,-0.0466
ROST,2024-04-30,-0.0065
ROST,2024-07-31,-0.0090
ROST,2024-10-31,-0.0135
ROST,2025-01-31,-0.0492
ROST,2025-04-30,-0.0094
ROST,2025-07-31,-0.0059
RSG,2021-03-31,0.0030
RSG,2021-06-30,-0.0059
RSG,2021-09-30,0.0026
RSG,2021-12-31,0.0028
RSG,2022-03-31,0.0053
RSG,2022-06-30,-0.0118
RSG,2022-09-30,-0.0047
RSG,2022-12-31,-0.0546
RSG,2023-03-31,-0.0044
RSG,2023-06-30,-0.0256
RSG,2023-09-30,-0.0716
RSG,2023-12-31,-0.0556
RSG,2024-03-31,-0.0186
RSG,2024-06-30,-0.0343
RSG,2024-09-30,-0.0102
RSG,2024-12-31,-0.0686
RSG,2025-03-31,0.0025
RSG,2025-06-30,-0.0317
RTX,2021-03-31,-0.0019
RTX,2021-06-30,0.0024
RTX,2021-09-30,0.0080
RTX,2021-12-31,-0.0121
RTX,2022-03-31,0.0055
RTX,2022-06-30,-0.0048
RTX,2022-09-30,0.0089
RTX,2022-12-31,-0.0393
RTX,2023-03-31,0.0118
RTX,2023-06-30,-0.0120
RTX,2023-09-30,-0.0365
RTX,2023-12-31,-0.0388
RTX,2024-03-31,0.0019
RTX,2024-06-30,-0.0283
RTX,2024-09-30,-0.0157
RTX,2024-12-31,-0.0241
RTX,2025-03-31,0.0033
RTX,2025-06-30,-0.0064
RTX,2025-09-30,-0.0224
RVTY,2022-06-30,0.0125
RVTY,2022-09-30,0.0732
RVTY,2022-12-31,-0.0322
RVTY,2023-03-31,-0.1128
RVTY,2023-06-30,0.0064
RVTY,2023-09-30,-0.0096
RVTY,2023-12-31,-0.0394
RVTY,2024-03-31,-0.0058
RVTY,2024-06-30,-0.0293
RVTY,2024-09-30,-0.0247
RVTY,2024-12-31,-0.0343
RVTY,2025-03-31,-0.0352
RVTY,2025-06-30,-0.0047
SBAC,2021-03-31,0.0075
SBAC,2021-06-30,-0.0070
SBAC,2021-09-30,0.0041
SBAC,2021-12-31,0.0005
SBAC,2022-03-31,0.0000
SBAC,2022-06-30,0.0003
SBAC,2022-09-30,-0.0013
SBAC,2022-12-31,-0.0687
SBAC,2023-03-31,-0.0131
SBAC,2023-06-30,-0.0452
SBAC,2023-09-30,-0.0483
SBAC,2023-12-31,-0.0943
SBAC,2024-03-31,-0.0014
SBAC,2024-06-30,-0.0196
SBAC,2024-09-30,-0.0174
SBAC,2024-12-31,0.0115
SBAC,2025-03-31,-0.0514
SBAC,2025-06-30,-0.0186
SBUX,2021-03-31,0.0012
SBUX,2021-06-30,-0.0092
SBUX,2021-09-30,-0.0078
SBUX,2021-12-31,-0.0169
SBUX,2022-03-31,0.0333
SBUX,2022-06-30,0.0060
SBUX,2022-09-30,-0.0001
SBUX,2022-12-31,-0.0293
SBUX,2023-03-31,-0.0149
SBUX,2023-06-30,-0.0447
SBUX,2023-09-30,-0.0619
SBUX,2023-12-31,-0.0341
SBUX,2024-03-31,-0.0059
SBUX,2024-06-30,-0.0421
SBUX,2024-09-30,-0.0618
SBUX,2024-12-31,-0.0336
SBUX,2025-03-31,-0.0062
SBUX,2025-06-30,-0.0403
SCHW,2021-03-31,0.0019
SCHW,2021-06-30,0.0049
SCHW,2021-09-30,-0.0427
SCHW,2021-12-31,-0.0854
SCHW,2022-03-31,-0.0338
SCHW,2022-06-30,0.0508
SCHW,2022-09-30,0.0836
SCHW,2022-12-31,0.0276
SCHW,2023-03-31,0.0327
SCHW,2023-06-30,0.0407
SCHW,2023-09-30,0.3083
SCHW,2023-12-31,-0.2606
SCHW,2024-03-31,0.0517
SCHW,2024-06-30,0.0483
SCHW,2024-09-30,-0.0273
SCHW,2024-12-31,0.0017
SCHW,2025-03-31,0.0347
SCHW,2025-06-30,0.0111
SHW,2021-03-31,0.0291
SHW,2021-06-30,-0.0081
SHW,2021-09-30,-0.0129
SHW,2021-12-31,0.0113
SHW,2022-03-31,0.0255
SHW,2022-06-30,0.0014
SHW,2022-09-30,0.0033
SHW,2022-12-31,-0.0318
SHW,2023-03-31,0.0182
SHW,2023-06-30,-0.0245
SHW,2023-09-30,-0.0488
SHW,2023-12-31,-0.0486
SHW,2024-03-31,0.0228
SHW,2024-06-30,-0.0229
SHW,2024-09-30,-0.0263
SHW,2024-12-31,-0.0457
SHW,2025-03-31,0.0260
SHW,2025-06-30,-0.0191
SJM,2021-04-30,0.0006
SJM,2021-07-31,0.0101
SJM,2021-10-31,0.0089
SJM,2022-01-31,-0.0093
SJM,2022-04-30,-0.0041
SJM,2022-07-31,0.0173
SJM,2022-10-31,0.0073
SJM,2023-01-31,-0.0314
SJM,2023-04-30,-0.0512
SJM,2023-07-31,-0.0209
SJM,2023-10-31,0.0021
SJM,2024-01-31,-0.0165
SJM,2024-04-30,-0.0264
SJM,2024-07-31,0.0055
SJM,2024-10-31,-0.0148
SJM,2025-01-31,-0.0522
SJM,2025-04-30,-0.1222
SJM,2025-07-31,0.0091
SLB,2021-03-31,0.0143
SLB,2021-06-30,0.0142
SLB,2021-09-30,-0.0220
SLB,2021-12-31,-0.0134
SLB,2022-03-31,0.0180
SLB,2022-06-30,0.0238
SLB,2022-09-30,-0.0011
SLB,2022-12-31,-0.0670
SLB,2023-03-31,-0.0002
SLB,2023-06-30,-0.0219
SLB,2023-09-30,-0.0381
SLB,2023-12-31,-0.0587
SLB,2024-03-31,0.0083
SLB,2024-06-30,-0.0094
SLB,2024-09-30,-0.0471
SLB,2024-12-31,-0.0622
SLB,2025-03-31,-0.0422
SLB,2025-06-30,-0.0054
SLB,2025-09-30,-0.0142
SMCI,2021-03-31,0.0812
SMCI,2021-06-30,-0.0042
SMCI,2021-09-30,0.0732
SMCI,2021-12-31,0.0482
SMCI,2022-03-31,0.1100
SMCI,2022-06-30,0.0570
SMCI,2022-09-30,-0.0393
SMCI,2022-12-31,0.0153
SMCI,2023-03-31,-0.0536
SMCI,2023-06-30,0.0539
SMCI,2023-09-30,-0.0204
SMCI,2023-12-31,0.1931
SMCI,2024-03-31,0.2641
SMCI,2024-09-30,0.1047
SMCI,2024-12-31,0.0616
SMCI,2025-03-31,-0.0439
SMCI,2025-06-30,-0.0663
SNA,2021-03-31,-0.0122
SNA,2021-06-30,0.0071
SNA,2021-09-30,0.0443
SNA,2021-12-31,0.0049
SNA,2022-03-31,0.0088
SNA,2022-06-30,0.0118
SNA,2022-09-30,0.0124
SNA,2022-12-31,0.0033
SNA,2023-03-31,-0.0024
SNA,2023-06-30,0.0003
SNA,2023-09-30,-0.0152
SNA,2023-12-31,-0.0074
SNA,2024-03-31,-0.0089
SNA,2024-06-30,-0.0051
SNA,2024-09-30,-0.0021
SNA,2024-12-31,-0.0207
SNA,2025-03-31,0.0020
SNA,2025-06-30,0.0081
SNA,2025-09-30,-0.0047
SNPS,2021-04-30,-0.0287
SNPS,2021-07-31,-0.0101
SNPS,2021-10-31,-0.0107
SNPS,2022-01-31,0.0357
SNPS,2022-04-30,-0.0347
SNPS,2022-07-31,-0.0073
SNPS,2022-10-31,-0.0160
SNPS,2023-01-31,0.0029
SNPS,2023-04-30,-0.0372
SNPS,2023-07-31,-0.0173
SNPS,2023-10-31,-0.0089
SNPS,2024-01-31,0.0293
SNPS,2024-04-30,0.0847
SNPS,2024-07-31,-0.0109
SNPS,2024-10-31,-0.0969
SNPS,2025-01-31,0.0249
SNPS,2025-04-30,-0.0026
SNPS,2025-07-31,-0.0264
SO,2021-03-31,0.0054
SO,2021-06-30,-0.0041
SO,2021-09-30,0.0038
SO,2021-12-31,-0.0096
SO,2022-03-31,-0.0001
SO,2022-06-30,-0.0060
SO,2022-09-30,0.0089
SO,2022-12-31,-0.0431
SO,2023-03-31,0.0050
SO,2023-06-30,-0.0127
SO,2023-09-30,-0.0298
SO,2023-12-31,-0.0401
SO,2024-03-31,0.0027
SO,2024-06-30,-0.0163
SO,2024-09-30,-0.0352
SO,2024-12-31,-0.0444
SO,2025-03-31,0.0077
SO,2025-06-30,-0.0230
SOLV,2024-06-30,-0.0605
SOLV,2024-09-30,-0.0220
SOLV,2024-12-31,-0.0376
SOLV,2025-03-31,-0.0335
SOLV,2025-06-30,-0.0058
SPG,2021-03-31,-0.0030
SPG,2021-06-30,-0.0029
SPG,2021-09-30,-0.0033
SPG,2021-12-31,-0.0036
SPG,2022-03-31,0.0037
SPG,2022-06-30,-0.0036
SPG,2022-09-30,-0.0036
SPG,2022-12-31,-0.0405
SPG,2023-03-31,-0.0068
SPG,2023-06-30,-0.0271
SPG,2023-09-30,-0.0322
SPG,2023-12-31,-0.0396
SPG,2024-03-31,-0.0056
SPG,2024-06-30,-0.0226
SPG,2024-09-30,-0.0306
SPG,2024-12-31,-0.0433
SPG,2025-03-31,-0.0355
SPG,2025-06-30,-0.0152
SPGI,2021-03-31,0.0091
SPGI,2021-06-30,0.0008
SPGI,2021-09-30,-0.0037
SPGI,2021-12-31,0.0092
SPGI,2022-03-31,-0.0169
SPGI,2022-06-30,-0.0012
SPGI,2022-09-30,0.0012
SPGI,2022-12-31,-0.0034
SPGI,2023-03-31,0.0013
SPGI,2023-06-30,-0.0257
SPGI,2023-09-30,-0.0135
SPGI,2023-12-31,-0.0228
SPGI,2024-03-31,0.0045
SPGI,2024-06-30,-0.0128
SPGI,2024-09-30,-0.0161
SPGI,2024-12-31,-0.0297
SPGI,2025-03-31,0.0046
SPGI,2025-06-30,-0.0082
SRE,2021-03-31,-0.0034
SRE,2021-06-30,-0.0005
SRE,2021-09-30,-0.0294
SRE,2021-12-31,0.0075
SRE,2022-03-31,0.0015
SRE,2022-06-30,0.0017
SRE,2022-09-30,0.0142
SRE,2022-12-31,-0.0090
SRE,2023-03-31,-0.0164
SRE,2023-06-30,-0.0198
SRE,2023-09-30,-0.0264
SRE,2023-12-31,-0.0223
SRE,2024-03-31,-0.0102
SRE,2024-06-30,-0.0088
SRE,2024-09-30,-0.0243
SRE,2024-12-31,-0.0231
SRE,2025-03-31,-0.0239
SRE,2025-06-30,-0.0002
STE,2021-03-31,-0.0006
STE,2021-06-30,0.0308
STE,2021-09-30,0.0048
STE,2021-12-31,0.0029
STE,2022-03-31,-0.0035
STE,2022-06-30,0.0020
STE,2022-09-30,0.0123
STE,2022-12-31,-0.0779
STE,2023-03-31,-0.0954
STE,2023-06-30,-0.0130
STE,2023-09-30,-0.0118
STE,2023-12-31,-0.0358
STE,2024-03-31,0.0053
STE,2024-06-30,-0.0890
STE,2024-09-30,-0.0172
STE,2024-12-31,-0.0413
STE,2025-03-31,-0.0517
STE,2025-06-30,-0.0542
STLD,2021-03-31,0.0366
STLD,2021-06-30,0.0308
STLD,2021-09-30,0.0450
STLD,2021-12-31,0.0527
STLD,2022-03-31,0.0320
STLD,2022-06-30,0.0221
STLD,2022-09-30,-0.0383
STLD,2022-12-31,-0.0482
STLD,2023-03-31,-0.0032
STLD,2023-06-30,-0.0055
STLD,2023-09-30,-0.0544
STLD,2023-12-31,-0.0519
STLD,2024-03-31,0.0081
STLD,2024-06-30,-0.0075
STLD,2024-09-30,-0.0346
STLD,2024-12-31,-0.0315
STLD,2025-03-31,-0.0185
STLD,2025-06-30,0.0050
STT,2021-03-31,0.0016
STT,2021-06-30,-0.0345
STT,2021-09-30,0.0235
STT,2021-12-31,0.0272
STT,2022-03-31,-0.0177
STT,2022-06-30,0.0631
STT,2022-09-30,-0.0011
STT,2022-12-31,-0.0084
STT,2023-03-31,0.0444
STT,2023-06-30,-0.0120
STT,2023-09-30,0.0405
STT,2023-12-31,-0.0418
STT,2024-03-31,-0.1170
STT,2024-06-30,0.0397
STT,2024-09-30,-0.0255
STT,2024-12-31,-0.0358
STT,2025-03-31,-0.0410
STT,2025-06-30,0.0009
STX,2021-03-31,0.0052
STX,2021-06-30,0.0188
STX,2021-09-30,0.0161
STX,2021-12-31,0.0139
STX,2022-03-31,0.0121
STX,2022-06-30,0.0196
STX,2022-09-30,0.0034
STX,2022-12-31,-0.0653
STX,2023-03-31,-0.0405
STX,2023-06-30,-0.1589
STX,2023-09-30,-0.0404
STX,2023-12-31,-0.0270
STX,2024-03-31,-0.0388
STX,2024-06-30,-0.0198
STX,2024-09-30,0.0342
STX,2024-12-31,0.0151
STX,2025-03-31,-0.0088
STX,2025-06-30,-0.0248
STZ,2021-02-28,-0.0174
STZ,2021-05-31,-0.0026
STZ,2021-08-31,-0.0050
STZ,2021-11-30,-0.0051
STZ,2022-02-28,0.0134
STZ,2022-05-31,0.0067
STZ,2022-08-31,-0.0003
STZ,2022-11-30,-0.0137
STZ,2023-02-28,-0.0149
STZ,2023-05-31,-0.0013
STZ,2023-08-31,-0.0140
STZ,2023-11-30,-0.0137
STZ,2024-02-29,-0.0124
STZ,2024-05-31,0.0033
STZ,2024-08-31,-0.1107
STZ,2024-11-30,-0.1094
STZ,2025-02-28,-0.1391
STZ,2025-05-31,0.0012
STZ,2025-08-31,-0.0575
SW,2023-09-30,-0.0673
SW,2023-12-31,-0.0164
SW,2024-03-31,-0.0184
SW,2024-06-30,-0.1807
SW,2024-09-30,0.1427
SW,2024-12-31,-0.0262
SW,2025-03-31,-0.0157
SW,2025-06-30,-0.0143
SWK,2021-03-31,0.0379
SWK,2021-06-30,-0.0118
SWK,2021-09-30,0.0120
SWK,2021-12-31,-0.0527
SWK,2022-03-31,-0.0348
SWK,2022-06-30,-0.0233
SWK,2022-09-30,0.1042
SWK,2022-12-31,-0.0139
SWK,2023-03-31,0.0135
SWK,2023-06-30,-0.0210
SWK,2023-09-30,-0.0170
SWK,2023-12-31,-0.0548
SWK,2024-03-31,-0.0089
SWK,2024-06-30,0.0308
SWK,2024-09-30,-0.0148
SWK,2024-12-31,-0.0298
SWK,2025-03-31,-0.0286
SWK,2025-06-30,-0.0266
SWKS,2021-03-31,-0.0360
SWKS,2021-06-30,0.0186
SWKS,2021-09-30,0.0269
SWKS,2021-12-31,-0.0021
SWKS,2022-03-31,0.0159
SWKS,2022-06-30,0.0253
SWKS,2022-09-30,0.0449
SWKS,2022-12-31,-0.0441
SWKS,2023-03-31,-0.0393
SWKS,2023-06-30,-0.0487
SWKS,2023-09-30,-0.0651
SWKS,2023-12-31,-0.0574
SWKS,2024-03-31,-0.0398
SWKS,2024-06-30,-0.0306
SWKS,2024-09-30,-0.0830
SWKS,2024-12-31,-0.0200
SWKS,2025-03-31,-0.0543
SWKS,2025-06-30,-0.0528
SYF,2021-03-31,-0.0460
SYF,2021-06-30,0.0560
SYF,2021-09-30,0.0108
SYF,2021-12-31,0.0303
SYF,2022-03-31,-0.0315
SYF,2022-06-30,-0.0169
SYF,2022-09-30,-0.0075
SYF,2022-12-31,0.0151
SYF,2023-03-31,-0.0345
SYF,2023-06-30,0.0166
SYF,2023-09-30,-0.0045
SYF,2023-12-31,0.0062
SYF,2024-03-31,-0.0333
SYF,2024-06-30,0.0056
SYF,2024-09-30,0.0100
SYF,2024-12-31,0.0196
SYF,2025-03-31,-0.0510
SYF,2025-06-30,0.0105
SYF,2025-09-30,0.0192
SYK,2021-03-31,0.0096
SYK,2021-06-30,-0.0080
SYK,2021-09-30,-0.0020
SYK,2021-12-31,0.0018
SYK,2022-03-31,0.0154
SYK,2022-06-30,0.0083
SYK,2022-09-30,-0.0012
SYK,2022-12-31,-0.0280
SYK,2023-03-31,0.0066
SYK,2023-06-30,-0.0098
SYK,2023-09-30,-0.0187
SYK,2023-12-31,-0.0346
SYK,2024-03-31,0.0174
SYK,2024-06-30,-0.0063
SYK,2024-09-30,-0.0281
SYK,2024-12-31,-0.0318
SYK,2025-03-31,0.0149
SYK,2025-06-30,-0.0140
SYY,2021-03-31,-0.0105
SYY,2021-06-30,0.0116
SYY,2021-09-30,0.0221
SYY,2021-12-31,0.0096
SYY,2022-03-31,0.0037
SYY,2022-06-30,-0.0097
SYY,2022-09-30,0.0216
SYY,2022-12-31,-0.0073
SYY,2023-03-31,-0.0447
SYY,2023-06-30,-0.0618
SYY,2023-09-30,0.0189
SYY,2023-12-31,-0.0157
SYY,2024-03-31,-0.0242
SYY,2024-06-30,-0.0715
SYY,2024-09-30,-0.0142
SYY,2024-12-31,-0.0049
SYY,2025-03-31,-0.0261
SYY,2025-06-30,-0.0570
T,2021-03-31,0.0224
T,2021-06-30,-0.0026
T,2021-09-30,-0.0271
T,2021-12-31,-0.0004
T,2022-03-31,0.0093
T,2022-06-30,0.0087
T,2022-09-30,-0.0006
T,2022-12-31,-0.0592
T,2023-03-31,-0.0066
T,2023-06-30,-0.0092
T,2023-09-30,-0.0357
T,2023-12-31,-0.0452
T,2024-03-31,-0.0099
T,2024-06-30,-0.0243
T,2024-09-30,-0.0394
T,2024-12-31,-0.0601
T,2025-03-31,-0.0088
T,2025-06-30,-0.0218
TAP,2021-03-31,0.0199
TAP,2021-06-30,-0.0135
TAP,2021-09-30,0.0056
TAP,2021-12-31,-0.0018
TAP,2022-03-31,0.0218
TAP,2022-06-30,-0.0173
TAP,2022-09-30,-0.0009
TAP,2022-12-31,-0.0615
TAP,2023-03-31,0.0038
TAP,2023-06-30,-0.0270
TAP,2023-09-30,-0.0205
TAP,2023-12-31,-0.0308
TAP,2024-03-31,0.0112
TAP,2024-06-30,-0.0207
TAP,2024-09-30,-0.0210
TAP,2024-12-31,-0.0340
TAP,2025-03-31,0.0123
TAP,2025-06-30,-0.0166
TDG,2021-03-31,0.0055
TDG,2021-06-30,-0.0078
TDG,2021-09-30,0.0012
TDG,2021-12-31,-0.0001
TDG,2022-03-31,0.0142
TDG,2022-06-30,0.0057
TDG,2022-09-30,0.0035
TDG,2022-12-31,-0.0027
TDG,2023-03-31,0.0070
TDG,2023-06-30,-0.0034
TDG,2023-09-30,-0.0118
TDG,2023-12-31,-0.0153
TDG,2024-03-31,0.0075
TDG,2024-06-30,-0.0065
TDG,2024-09-30,-0.1999
TDG,2024-12-31,0.1655
TDG,2025-03-31,0.0146
TDG,2025-06-30,-0.0119
TDY,2021-03-31,0.0013
TDY,2021-06-30,0.0465
TDY,2021-09-30,-0.0239
TDY,2021-12-31,-0.0073
TDY,2022-03-31,0.0341
TDY,2022-06-30,0.0007
TDY,2022-09-30,-0.0024
TDY,2022-12-31,-0.0210
TDY,2023-03-31,-0.0007
TDY,2023-06-30,-0.0069
TDY,2023-09-30,-0.0178
TDY,2023-12-31,-0.0160
TDY,2024-03-31,-0.0075
TDY,2024-06-30,-0.0156
TDY,2024-09-30,-0.0150
TDY,2024-12-31,-0.0287
TDY,2025-03-31,-0.0164
TDY,2025-06-30,0.0044
TECH,2021-03-31,0.0058
TECH,2021-06-30,-0.0120
TECH,2021-09-30,0.0212
TECH,2021-12-31,-0.0083
TECH,2022-03-31,0.0169
TECH,2022-06-30,-0.0052
TECH,2022-09-30,0.0065
TECH,2022-12-31,-0.0103
TECH,2023-03-31,-0.0191
TECH,2023-06-30,-0.0352
TECH,2023-09-30,-0.0009
TECH,2023-12-31,-0.0184
TECH,2024-03-31,-0.0322
TECH,2024-06-30,-0.0452
TECH,2024-09-30,-0.0052
TECH,2024-12-31,-0.0289
TECH,2025-03-31,-0.0233
TECH,2025-06-30,-0.0603
TEL,2021-03-31,-0.0323
TEL,2021-06-30,0.0324
TEL,2021-09-30,0.0041
TEL,2021-12-31,0.0272
TEL,2022-03-31,-0.0171
TEL,2022-06-30,0.0039
TEL,2022-09-30,-0.0075
TEL,2022-12-31,0.0176
TEL,2023-03-31,-0.0167
TEL,2023-06-30,-0.0220
TEL,2023-09-30,-0.0592
TEL,2023-12-31,0.0133
TEL,2024-03-31,-0.0645
