,mcap,EP,FCP,ShYield,ROA,ROE,GPA,AssetGrowth,Accruals_est,Accruals_dolt,Accruals,ret_1y,vol_1y,dd_1y,ret_2y,vol_2y,dd_2y,ret_5y,vol_5y,dd_5y,downside_dev,beta_spy,max_dd_monthly,EP_z,FCP_z,ShYield_z,GPA_z,AssetGrowth_z,Accruals_z,Score
AEE,,,,,0.027238520195797675,,0.08406868458148802,0.10136060849435442,,-0.024975,-0.024975,0.10751887513993741,0.13923543202575137,-0.0404366028542833,0.39471366875986513,0.15898513268196077,-0.04863403061513616,0.510798438420017,0.18786686235297084,-0.23110523536953587,0.14736792818674574,0.39358596039188215,-0.2311052353695353,,,,-1.0420129674411374,0.13834322201100346,-0.11983763774347035,-1.0605185517086704
AEP,,,,,0.03514647897225174,,0.12437194579678562,0.08186796971771465,,-0.0221999999999999,-0.0221999999999999,0.23300934012289787,0.17891518193644385,-0.044448287691421506,0.6108572642566081,0.17244436482606257,-0.09230899698021688,0.6832050274200814,0.19313961059923013,-0.22824221564874947,0.19163652471083045,0.41837433768299087,-0.25146875976512106,,,,-0.8168731475936251,0.01795922821071133,0.04340109159137948,-0.8782334673957158
AES,,,,,0.02081770635320229,,0.04184091819853886,0.016841928861703465,,-0.02165,-0.02165,0.10862642649747944,0.38188467365157586,-0.21067255798171958,-0.12545173026892065,0.4482212854653523,-0.51981629506857,-0.1989098208452097,0.3910299640032949,-0.6223172139300487,0.3246003101019171,0.9357905472461212,-0.6223172139300486,,,,-1.2779033502375414,-0.3836331159027435,0.07575471362170311,-0.9700249479565011
AFL,,,,,0.01985327962004228,,,0.0380134478396911,,-0.008225,-0.008225,-0.046030897371503565,0.17190518564275106,-0.10146033151072265,0.34321072148861775,0.20342678637441958,-0.11870580056121838,1.7211366039193252,0.2067735717755856,-0.13454419846049048,0.21744686055884568,0.836095631826657,-0.3723102739945463,,,,,-0.25288057702928735,0.8654772149983805,-0.6125966379690931
AIG,,,,,0.019428915011402873,,,-0.011430103043659538,,-0.014925,-0.014925,0.049318484325687084,0.20398209516466906,-0.1023776482413058,0.2518967706770454,0.1785604309988909,-0.10237764824130591,1.3087960589080199,0.24070909187332465,-0.2343856116990587,0.31931458192135026,1.0030754004093303,-0.600737687392032,,,,,-0.5582374961827331,0.4713512739016401,0.086886222281093
AIZ,,,,,0.02035960109947525,,,0.051902407248393685,,-0.0088,-0.0088,-0.051932733036180956,0.20980807652068204,-0.12291002269654072,0.2970280447150897,0.23443760450759285,-0.16593215222665691,0.7845063003061521,0.22300830967268295,-0.3272473995289258,0.21323215134095752,0.6011801219792254,-0.3272473995289258,,,,,-0.16710417587042953,0.8316529737848541,-0.6645487979144247
AJG,,,,,0.023808539360400297,,0.07885499655080115,0.27163187991309,,-0.006725,-0.006725,-0.21553204419443106,0.32053361546949527,-0.29774765914960266,-0.009518278391154267,0.2749774602245586,-0.2977476591496029,1.2230350705272675,0.23632466597080296,-0.29774765914960266,0.21078407690822212,0.7002242706433102,-0.2977476591496028,,,,-1.0711373794260526,1.189916378304543,0.9537143659901879,-3.2147681237207832
AKAM,,,,,0.041346265712377754,,0.23512677856504988,0.044471036126576845,,-0.0469749999999999,-0.0469749999999999,-0.20729630461231063,0.22613385528788257,-0.25395397756835836,-0.35488618050039544,0.20982386630085575,-0.39519600138756805,-0.27997297612643024,0.25528512229794154,-0.39519600138756794,0.28773697934904785,0.5948938636781247,-0.39519600138756783,,,,-0.1981807057218527,-0.21299935431741282,-1.4139825189566415,1.4288011675522017
ALB,,,,,-0.05438900626455431,,0.03926322395402648,-0.05962248131717797,,-0.0252,-0.0252,-0.08427904447981693,0.4916174519966143,-0.3485865702867902,-0.1750059613353364,0.4697445201151294,-0.6058690405283853,-0.24699231505295283,0.48267006793941797,-0.7959159916065193,0.3993574539325563,1.521204456850437,-0.7959159916065193,,,,-1.2923027214132716,-0.8558673365434583,-0.13307321039224146,-0.3033621744775719
ALGN,,,,,0.07029145039644231,,0.44444394471749166,0.009867944590119,,-0.018925,-0.018925,-0.40486318582034597,0.45809285535654604,-0.4285062257683766,-0.3520580130873019,0.45799540915171216,-0.6181385822969949,-0.7121693857761293,0.48810209001482296,-0.8233850476435781,0.5262526412095787,1.7674200025856428,-0.8233850476435782,,,,0.9710951210359441,-0.4267035328398231,0.23605220459015333,1.1617464492856138
