asset,weight,ann_mu
NVDA,0.656271349382718,0.5398854310734844
AAPL,0.07825938383193792,0.16899279091441216
MSFT,0.0,0.18319874343856452
SPY,0.265469266785344,0.1386801515089805
HYG,5.5071859690206674e-18,0.038577054914638934
