feature,importance_norm
max_dd_monthly,0.3553560196404982
beta_spy,0.1623281304856176
GPA_z,0.14222991725337714
downside_dev,0.11168662850846252
AssetGrowth_z,0.10563876542369245
EP_z,0.0650514801159782
Accruals_z,0.05770905857237392
FCP_z,0.0
ShYield_z,0.0
