feature,importance_norm
max_dd_monthly,0.32231273100516683
AssetGrowth_z,0.18990444030936016
GPA_z,0.13881611815764716
beta_spy,0.09764610738025316
downside_dev,0.08819092135251028
EP_z,0.08334883530656714
Accruals_z,0.0797808464884953
FCP_z,0.0
ShYield_z,0.0
