feature,mean_abs_shap
max_dd_monthly,0.12070937299312622
downside_dev,0.03103686103670993
GPA_z,0.01762938200688143
AssetGrowth_z,0.01636203075193396
Accruals_z,0.006084326897461007
beta_spy,0.005116109579900736
EP_z,0.0027950882831423583
FCP_z,0.0
ShYield_z,0.0
