feature,importance_norm
max_dd_monthly,0.4223872934030566
GPA_z,0.3146535767940213
Accruals_z,0.10932627179396176
beta_spy,0.07711841234981567
AssetGrowth_z,0.05728876594671665
downside_dev,0.019225679712428025
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
