feature,importance_norm
max_dd_monthly,0.43778692011052867
GPA_z,0.29658818305732937
Accruals_z,0.10527377707719898
AssetGrowth_z,0.0757980656711297
beta_spy,0.06700864756016899
downside_dev,0.017544406523644293
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
