feature,importance_norm
max_dd_monthly,0.4105810276730184
beta_spy,0.1350639587250849
GPA_z,0.12727822445873746
AssetGrowth_z,0.10965686694559597
downside_dev,0.08435712956250736
EP_z,0.0690580074936221
Accruals_z,0.06400478514143379
FCP_z,0.0
ShYield_z,0.0
