feature,mean_abs_shap
max_dd_monthly,0.01670766841271555
GPA_z,0.010346941165389631
beta_spy,0.007365724274391952
downside_dev,0.006327119226607767
EP_z,0.005282583379365356
AssetGrowth_z,0.004357231969713605
Accruals_z,0.0020249610736692253
FCP_z,0.0
ShYield_z,0.0
