feature,mean_abs_shap
max_dd_monthly,0.017126717674682875
beta_spy,0.010207454181916134
GPA_z,0.008086271247350632
downside_dev,0.005785698612017654
AssetGrowth_z,0.004581522082993734
EP_z,0.0044955813476809815
Accruals_z,0.00138294799387166
FCP_z,0.0
ShYield_z,0.0
