feature,importance_norm
max_dd_monthly,0.3277226727453503
AssetGrowth_z,0.20525492966899744
beta_spy,0.12034687946699095
GPA_z,0.11543772013114662
downside_dev,0.0815418524798949
Accruals_z,0.07524539044565252
EP_z,0.07445055506196731
FCP_z,0.0
ShYield_z,0.0
