feature,mean_abs_shap
max_dd_monthly,0.09052022402624624
GPA_z,0.02520375745777671
beta_spy,0.01243241354736144
AssetGrowth_z,0.009911249500059406
EP_z,0.00931289681483751
Accruals_z,0.00699898312798359
downside_dev,0.006889816760387693
FCP_z,0.0
ShYield_z,0.0
