feature,importance_norm
max_dd_monthly,0.3436587481634898
GPA_z,0.15482287609056003
AssetGrowth_z,0.12898575049010383
EP_z,0.09909657251862497
beta_spy,0.09307488634799094
Accruals_z,0.09028162196279023
downside_dev,0.09007954442644021
FCP_z,0.0
ShYield_z,0.0
