feature,mean_abs_shap
max_dd_monthly,0.07625884077615355
GPA_z,0.017480072752698892
AssetGrowth_z,0.00915871939538963
Accruals_z,0.00821333801447128
EP_z,0.006984659471514584
downside_dev,0.0011404736882412393
beta_spy,0.0011288618851041654
FCP_z,0.0
ShYield_z,0.0
