feature,mean_abs_shap
max_dd_monthly,0.0469583126966839
AssetGrowth_z,0.020781588847513723
beta_spy,0.011671545359819457
GPA_z,0.00952314347238941
downside_dev,0.007227670026709623
EP_z,0.004369844266845817
Accruals_z,0.003945319133549996
FCP_z,0.0
ShYield_z,0.0
