feature,mean_abs_shap
max_dd_monthly,0.05869251995427846
downside_dev,0.02453752667185993
AssetGrowth_z,0.014692543281402012
GPA_z,0.014575571557013186
beta_spy,0.002926704823027144
EP_z,0.002757870809543635
Accruals_z,0.002609274913427691
FCP_z,0.0
ShYield_z,0.0
