feature,importance_norm
max_dd_monthly,0.34282651826163063
GPA_z,0.174813575978477
downside_dev,0.15070828066568923
beta_spy,0.10740999819001613
AssetGrowth_z,0.10609093452730488
EP_z,0.05941597800344335
Accruals_z,0.05873471437343879
FCP_z,0.0
ShYield_z,0.0
