feature,importance_norm
max_dd_monthly,0.32165396766590126
AssetGrowth_z,0.1598124837245427
GPA_z,0.1436381318674474
beta_spy,0.10712572022312594
EP_z,0.0918999251478615
downside_dev,0.09157028410954195
Accruals_z,0.08429948726157925
FCP_z,0.0
ShYield_z,0.0
