feature,importance_norm
max_dd_monthly,0.3977003538516567
GPA_z,0.28245151253520184
AssetGrowth_z,0.14330243365190407
beta_spy,0.07963088496266323
Accruals_z,0.07304509256459014
downside_dev,0.023869722433984067
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
