feature,mean_abs_shap
GPA_z,0.003152729315387538
max_dd_monthly,0.0026240443367107047
downside_dev,0.0009455416425820936
AssetGrowth_z,0.0008522756217410134
beta_spy,0.0008318747354141389
Accruals_z,0.0005530840720149088
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
