feature,mean_abs_shap
max_dd_monthly,0.08739667184881242
downside_dev,0.014104373526012908
GPA_z,0.013843801422033978
AssetGrowth_z,0.011353592560700048
beta_spy,0.010248084756000387
Accruals_z,0.007658266724163668
EP_z,0.004312363612598077
FCP_z,0.0
ShYield_z,0.0
