feature,importance_norm
max_dd_monthly,0.2935295375889741
GPA_z,0.23955913870323126
AssetGrowth_z,0.13866947757179393
downside_dev,0.12357752949875042
EP_z,0.10421578634988224
beta_spy,0.0738107181228159
Accruals_z,0.02663781216455214
FCP_z,0.0
ShYield_z,0.0
