feature,mean_abs_shap
max_dd_monthly,0.027482180785926697
GPA_z,0.010918440427970048
beta_spy,0.007250506627844693
AssetGrowth_z,0.006350661576788111
EP_z,0.004772028093519577
downside_dev,0.004340262779444141
Accruals_z,0.0029205193696525866
FCP_z,0.0
ShYield_z,0.0
