feature,mean_abs_shap
max_dd_monthly,0.08421520382756321
downside_dev,0.027988169772887057
AssetGrowth_z,0.021491944299989192
beta_spy,0.013631920592647933
GPA_z,0.0077171533177741395
Accruals_z,0.0018594655466707378
EP_z,0.0008553857539082102
FCP_z,0.0
ShYield_z,0.0
