feature,mean_abs_shap
max_dd_monthly,0.12631424279134248
downside_dev,0.03259968342840062
AssetGrowth_z,0.01819079142463519
GPA_z,0.016434333272918957
beta_spy,0.009843034473484443
Accruals_z,0.007208029967581887
EP_z,0.001515754385490752
FCP_z,0.0
ShYield_z,0.0
