feature,importance_norm
max_dd_monthly,0.3430071825199073
GPA_z,0.1945342187532131
downside_dev,0.11837175589473369
AssetGrowth_z,0.11446437083700456
beta_spy,0.10069951572071992
EP_z,0.06700605924770411
Accruals_z,0.06191689702671732
FCP_z,0.0
ShYield_z,0.0
