feature,mean_abs_shap
GPA_z,0.003038864957951614
max_dd_monthly,0.002839197066363464
AssetGrowth_z,0.0010521441000680852
beta_spy,0.0009262686278789091
downside_dev,0.0009056737520600038
Accruals_z,0.00037472941203526503
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
