feature,mean_abs_shap
max_dd_monthly,0.04367851547209226
GPA_z,0.017447402456795685
AssetGrowth_z,0.016475652477482318
EP_z,0.008542474679599135
beta_spy,0.007326904649671492
downside_dev,0.0068847731876408875
Accruals_z,0.0059416881423498945
FCP_z,0.0
ShYield_z,0.0
