feature,importance_norm
max_dd_monthly,0.36972378715567644
GPA_z,0.33864065974347146
AssetGrowth_z,0.08644568523674541
beta_spy,0.08371473560895969
downside_dev,0.0753035952316391
Accruals_z,0.0461715370235079
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
