feature,mean_abs_shap
max_dd_monthly,0.049271420520706946
GPA_z,0.019222508898221923
AssetGrowth_z,0.011147968116678116
beta_spy,0.010127331940194401
EP_z,0.009752668687125212
Accruals_z,0.007617287812201421
downside_dev,0.005475495630546815
FCP_z,0.0
ShYield_z,0.0
