feature,importance_norm
max_dd_monthly,0.32606350951877056
GPA_z,0.15452579770199976
AssetGrowth_z,0.1481393048105495
beta_spy,0.10743985507678684
downside_dev,0.09315299635482895
EP_z,0.09201699803020467
Accruals_z,0.07866153850685974
FCP_z,0.0
ShYield_z,0.0
