feature,importance_norm
max_dd_monthly,0.41292892668257536
beta_spy,0.13133446983984293
GPA_z,0.12328792667193514
downside_dev,0.10617379203750184
AssetGrowth_z,0.10284472218703192
EP_z,0.07218042358948533
Accruals_z,0.051249738991627526
FCP_z,0.0
ShYield_z,0.0
