feature,importance_norm
max_dd_monthly,0.44524529611592106
GPA_z,0.2760911817478926
AssetGrowth_z,0.08439242389783103
beta_spy,0.08055749178896462
Accruals_z,0.08017202901985189
downside_dev,0.033541577429538776
EP_z,0.0
FCP_z,0.0
ShYield_z,0.0
