ticker,n_obs,realized_vol_annual,downside_dev_annual,max_drawdown_5y,parkinson_vol_annual,var_95_1d,var_99_1d
AMD,1255,0.5164965554556975,0.49566512738553103,-0.6544994295506881,0.41754594705044634,-0.05245808989648667,-0.08625925817280133
COIN,1154,0.861288876011929,0.8220622492465481,-0.9089789936876204,0.7231132845179923,-0.08273528877108635,-0.1290664835540749
LLY,1255,0.3195092394691594,0.31523352413964506,-0.3447500311483469,0.2587621068729441,-0.0272364256252206,-0.04642271273896902
